account_id,date,attempt,entry_time,entry_price,exit_time,exit_price,result,pnl,capital
9,2024-12-09,1,2024-12-09 00:00:00+09:00,2.49e-05,2024-12-10 06:00:00+09:00,2.3903999999999997e-05,SL,-27.027600000000056,99972.9724
10,2024-12-10,1,2024-12-10 00:00:00+09:00,2.693e-05,2024-12-10 05:00:00+09:00,2.58528e-05,SL,-27.027600000000014,99972.9724
10,2024-12-10,2,2024-12-10 05:00:00+09:00,2.58528e-05,2024-12-10 06:00:00+09:00,2.6886912e-05,SL,-54.29760000000001,99918.6748
9,2024-12-10,2,2024-12-10 06:00:00+09:00,2.3903999999999997e-05,2024-12-10 07:00:00+09:00,2.4860159999999997e-05,SL,-54.2976,99918.6748
10,2024-12-10,3,2024-12-10 06:00:00+09:00,2.6886912e-05,2024-12-10 07:00:00+09:00,2.5811435520000002e-05,SL,-54.418799999999976,99864.256
9,2024-12-10,3,2024-12-10 07:00:00+09:00,2.4860159999999997e-05,2024-12-10 11:00:00+09:00,2.3865753599999995e-05,SL,-54.41880000000008,99864.256
10,2024-12-10,4,2024-12-10 07:00:00+09:00,2.5811435520000002e-05,2024-12-10 09:00:00+09:00,2.6843892940800003e-05,SL,-109.28200000000012,99754.97399999999
10,2024-12-10,5,2024-12-10 09:00:00+09:00,2.6843892940800003e-05,2024-12-10 10:00:00+09:00,2.5770137223168e-05,SL,-109.56480000000018,99645.40919999998
10,2024-12-10,6,2024-12-10 10:00:00+09:00,2.5770137223168e-05,2024-12-10 12:00:00+09:00,2.267772075638784e-05,TP,651.3416,100296.75079999998
9,2024-12-10,4,2024-12-10 11:00:00+09:00,2.3865753599999995e-05,2024-12-10 16:00:00+09:00,2.4820383743999996e-05,SL,-109.28200000000004,99754.97399999999
9,2024-12-10,5,2024-12-10 16:00:00+09:00,2.4820383743999996e-05,2024-12-11 00:00:00+09:00,2.3827568394239994e-05,SL,-109.5648000000002,99645.40919999998
9,2024-12-11,6,2024-12-11 00:00:00+09:00,2.3827568394239994e-05,2024-12-12 00:00:00+09:00,2.4780671130009595e-05,SL,-220.0184000000003,99425.39079999998
11,2024-12-11,1,2024-12-11 00:00:00+09:00,2.486e-05,2024-12-11 01:00:00+09:00,2.3865599999999997e-05,SL,-27.02760000000005,99972.9724
11,2024-12-11,2,2024-12-11 01:00:00+09:00,2.3865599999999997e-05,2024-12-12 00:00:00+09:00,2.4820224e-05,SL,-54.297600000000095,99918.6748
11,2024-12-12,3,2024-12-12 00:00:00+09:00,2.4820224e-05,2024-12-13 04:00:00+09:00,2.382741504e-05,SL,-54.418800000000026,99864.256
12,2024-12-12,1,2024-12-12 00:00:00+09:00,2.419e-05,2024-12-13 07:00:00+09:00,2.32224e-05,SL,-27.02760000000002,99972.9724
13,2024-12-13,1,2024-12-13 00:00:00+09:00,2.456e-05,2024-12-13 04:00:00+09:00,2.35776e-05,SL,-27.027599999999982,99972.9724
11,2024-12-13,4,2024-12-13 04:00:00+09:00,2.382741504e-05,2024-12-14 07:00:00+09:00,2.4780511641599998e-05,SL,-109.28199999999991,99754.97399999999
13,2024-12-13,2,2024-12-13 04:00:00+09:00,2.35776e-05,2024-12-13 23:00:00+09:00,2.4520704e-05,SL,-54.29760000000012,99918.6748
12,2024-12-13,2,2024-12-13 07:00:00+09:00,2.32224e-05,2024-12-13 22:00:00+09:00,2.4151296e-05,SL,-54.297599999999974,99918.6748
12,2024-12-13,3,2024-12-13 22:00:00+09:00,2.4151296e-05,2024-12-15 02:00:00+09:00,2.3185244159999997e-05,SL,-54.41880000000013,99864.256
13,2024-12-13,3,2024-12-13 23:00:00+09:00,2.4520704e-05,2024-12-14 22:00:00+09:00,2.3539875840000002e-05,SL,-54.41879999999998,99864.256
14,2024-12-14,1,2024-12-14 00:00:00+09:00,2.443e-05,2024-12-14 22:00:00+09:00,2.34528e-05,SL,-27.02760000000004,99972.9724
11,2024-12-14,5,2024-12-14 07:00:00+09:00,2.4780511641599998e-05,2024-12-14 19:00:00+09:00,2.3789291175936e-05,SL,-109.56479999999993,99645.4092
11,2024-12-14,6,2024-12-14 19:00:00+09:00,2.3789291175936e-05,2024-12-19 04:00:00+09:00,2.0934576234823678e-05,TP,651.3416000000002,100296.7508
13,2024-12-14,4,2024-12-14 22:00:00+09:00,2.3539875840000002e-05,2024-12-16 08:00:00+09:00,2.4481470873600004e-05,SL,-109.28200000000025,99754.97399999999
14,2024-12-14,2,2024-12-14 22:00:00+09:00,2.34528e-05,2024-12-16 08:00:00+09:00,2.4390912e-05,SL,-54.29759999999999,99918.6748
15,2024-12-15,1,2024-12-15 00:00:00+09:00,2.365e-05,2024-12-15 16:00:00+09:00,2.2703999999999998e-05,SL,-27.027600000000024,99972.9724
12,2024-12-15,4,2024-12-15 02:00:00+09:00,2.3185244159999997e-05,2024-12-16 08:00:00+09:00,2.4112653926399997e-05,SL,-109.28200000000002,99754.97399999999
15,2024-12-15,2,2024-12-15 16:00:00+09:00,2.2703999999999998e-05,2024-12-15 22:00:00+09:00,2.3612159999999998e-05,SL,-54.29759999999999,99918.6748
15,2024-12-15,3,2024-12-15 22:00:00+09:00,2.3612159999999998e-05,2024-12-18 00:00:00+09:00,2.2667673599999996e-05,SL,-54.41880000000014,99864.256
16,2024-12-16,1,2024-12-16 00:00:00+09:00,2.385e-05,2024-12-16 07:00:00+09:00,2.2896e-05,SL,-27.027600000000042,99972.9724
16,2024-12-16,2,2024-12-16 07:00:00+09:00,2.2896e-05,2024-12-16 08:00:00+09:00,2.381184e-05,SL,-54.2976000000001,99918.6748
12,2024-12-16,5,2024-12-16 08:00:00+09:00,2.4112653926399997e-05,2024-12-16 19:00:00+09:00,2.3148147769343998e-05,SL,-109.5647999999999,99645.4092
13,2024-12-16,5,2024-12-16 08:00:00+09:00,2.4481470873600004e-05,2024-12-16 14:00:00+09:00,2.3502212038656e-05,SL,-109.56480000000028,99645.40919999998
14,2024-12-16,3,2024-12-16 08:00:00+09:00,2.4390912e-05,2024-12-16 18:00:00+09:00,2.341527552e-05,SL,-54.41880000000008,99864.256
16,2024-12-16,3,2024-12-16 08:00:00+09:00,2.381184e-05,2024-12-18 00:00:00+09:00,2.28593664e-05,SL,-54.41880000000003,99864.256
13,2024-12-16,6,2024-12-16 14:00:00+09:00,2.3502212038656e-05,2024-12-17 02:00:00+09:00,2.4442300520202243e-05,SL,-220.01840000000047,99425.39079999998
14,2024-12-16,4,2024-12-16 18:00:00+09:00,2.341527552e-05,2024-12-17 02:00:00+09:00,2.4351886540799998e-05,SL,-109.28199999999991,99754.97399999999
12,2024-12-16,6,2024-12-16 19:00:00+09:00,2.3148147769343998e-05,2024-12-17 02:00:00+09:00,2.407407368011776e-05,SL,-220.01840000000033,99425.3908
17,2024-12-17,1,2024-12-17 00:00:00+09:00,2.314e-05,2024-12-18 08:00:00+09:00,2.22144e-05,SL,-27.027600000000007,99972.9724
14,2024-12-17,5,2024-12-17 02:00:00+09:00,2.4351886540799998e-05,2024-12-17 09:00:00+09:00,2.3377811079167997e-05,SL,-109.56480000000006,99645.4092
14,2024-12-17,6,2024-12-17 09:00:00+09:00,2.3377811079167997e-05,2024-12-19 05:00:00+09:00,2.0572473749667838e-05,TP,651.3416,100296.7508
15,2024-12-18,4,2024-12-18 00:00:00+09:00,2.2667673599999996e-05,2024-12-19 05:00:00+09:00,1.9947552767999997e-05,TP,323.5179999999999,100187.77399999999
16,2024-12-18,4,2024-12-18 00:00:00+09:00,2.28593664e-05,2024-12-19 05:00:00+09:00,2.0116242432e-05,TP,323.518,100187.77399999999
18,2024-12-18,1,2024-12-18 00:00:00+09:00,2.338e-05,2024-12-18 07:00:00+09:00,2.24448e-05,SL,-27.027600000000028,99972.9724
18,2024-12-18,2,2024-12-18 07:00:00+09:00,2.24448e-05,2024-12-19 05:00:00+09:00,1.9751423999999998e-05,TP,160.7424000000001,100133.7148
17,2024-12-18,2,2024-12-18 08:00:00+09:00,2.22144e-05,2024-12-19 05:00:00+09:00,1.9548671999999998e-05,TP,160.74240000000006,100133.7148
19,2024-12-19,1,2024-12-19 00:00:00+09:00,2.135e-05,2024-12-19 05:00:00+09:00,2.0495999999999998e-05,SL,-27.027600000000074,99972.9724
19,2024-12-19,2,2024-12-19 05:00:00+09:00,2.0495999999999998e-05,2024-12-19 11:00:00+09:00,1.8036479999999998e-05,TP,160.74240000000003,100133.7148
20,2024-12-20,1,2024-12-20 00:00:00+09:00,1.917e-05,2024-12-20 02:00:00+09:00,1.84032e-05,SL,-27.027600000000028,99972.9724
20,2024-12-20,2,2024-12-20 02:00:00+09:00,1.84032e-05,2024-12-20 17:00:00+09:00,1.6194816e-05,TP,160.74240000000003,100133.7148
21,2024-12-21,1,2024-12-21 00:00:00+09:00,1.584e-05,2024-12-21 10:00:00+09:00,1.8374399999999998e-05,TP,106.77239999999988,100106.7724
22,2024-12-22,1,2024-12-22 00:00:00+09:00,1.772e-05,2024-12-22 04:00:00+09:00,1.70112e-05,SL,-27.027599999999964,99972.9724
22,2024-12-22,2,2024-12-22 04:00:00+09:00,1.70112e-05,2024-12-22 05:00:00+09:00,1.7691648e-05,SL,-54.297599999999925,99918.6748
22,2024-12-22,3,2024-12-22 05:00:00+09:00,1.7691648e-05,2024-12-22 14:00:00+09:00,1.6983982079999998e-05,SL,-54.41880000000013,99864.256
22,2024-12-22,4,2024-12-22 14:00:00+09:00,1.6983982079999998e-05,2024-12-22 17:00:00+09:00,1.76633413632e-05,SL,-109.28200000000017,99754.97399999999
22,2024-12-22,5,2024-12-22 17:00:00+09:00,1.76633413632e-05,2024-12-31 22:00:00+09:00,2.0489475981312e-05,TP,432.8352,100187.80919999999
23,2024-12-23,1,2024-12-23 00:00:00+09:00,1.728e-05,2024-12-31 17:00:00+09:00,2.0044799999999998e-05,TP,106.7723999999999,100106.7724
24,2024-12-24,1,2024-12-24 00:00:00+09:00,1.763e-05,2024-12-31 22:00:00+09:00,2.0450799999999997e-05,TP,106.77239999999995,100106.7724
25,2024-12-25,1,2024-12-25 00:00:00+09:00,1.911e-05,2024-12-26 01:00:00+09:00,1.83456e-05,SL,-27.02760000000008,99972.9724
26,2024-12-26,1,2024-12-26 00:00:00+09:00,1.891e-05,2024-12-26 02:00:00+09:00,1.81536e-05,SL,-27.027600000000067,99972.9724
25,2024-12-26,2,2024-12-26 01:00:00+09:00,1.83456e-05,2024-12-29 20:00:00+09:00,1.9079424e-05,SL,-54.297600000000145,99918.6748
26,2024-12-26,2,2024-12-26 02:00:00+09:00,1.81536e-05,2024-12-29 02:00:00+09:00,1.8879744e-05,SL,-54.29760000000001,99918.6748
27,2024-12-27,1,2024-12-27 00:00:00+09:00,1.731e-05,2024-12-31 17:00:00+09:00,2.0079599999999997e-05,TP,106.77239999999993,100106.7724
28,2024-12-28,1,2024-12-28 00:00:00+09:00,1.776e-05,2024-12-31 22:00:00+09:00,2.06016e-05,TP,106.7724,100106.7724
29,2024-12-29,1,2024-12-29 00:00:00+09:00,1.848e-05,2024-12-30 22:00:00+09:00,1.7740799999999998e-05,SL,-27.027600000000053,99972.9724
26,2024-12-29,3,2024-12-29 02:00:00+09:00,1.8879744e-05,2024-12-30 01:00:00+09:00,1.812455424e-05,SL,-54.418799999999955,99864.256
25,2024-12-29,3,2024-12-29 20:00:00+09:00,1.9079424e-05,2024-12-30 01:00:00+09:00,1.831624704e-05,SL,-54.418800000000054,99864.256
30,2024-12-30,1,2024-12-30 00:00:00+09:00,1.843e-05,2024-12-30 23:00:00+09:00,1.76928e-05,SL,-27.027600000000014,99972.9724
25,2024-12-30,4,2024-12-30 01:00:00+09:00,1.831624704e-05,2024-12-31 15:00:00+09:00,1.90488969216e-05,SL,-109.28200000000007,99754.97399999999
26,2024-12-30,4,2024-12-30 01:00:00+09:00,1.812455424e-05,2024-12-30 17:00:00+09:00,1.8849536409599998e-05,SL,-109.28199999999985,99754.97399999999
26,2024-12-30,5,2024-12-30 17:00:00+09:00,1.8849536409599998e-05,2024-12-30 22:00:00+09:00,1.8095554953216e-05,SL,-109.56479999999992,99645.4092
26,2024-12-30,6,2024-12-30 22:00:00+09:00,1.8095554953216e-05,2024-12-31 15:00:00+09:00,1.881937715134464e-05,SL,-220.01840000000044,99425.3908
29,2024-12-30,2,2024-12-30 22:00:00+09:00,1.7740799999999998e-05,2024-12-31 02:00:00+09:00,1.8450432e-05,SL,-54.29760000000013,99918.6748
30,2024-12-30,2,2024-12-30 23:00:00+09:00,1.76928e-05,2024-12-31 02:00:00+09:00,1.8400512e-05,SL,-54.29759999999995,99918.6748
29,2024-12-31,3,2024-12-31 02:00:00+09:00,1.8450432e-05,2024-12-31 14:00:00+09:00,1.771241472e-05,SL,-54.418800000000026,99864.256
30,2024-12-31,3,2024-12-31 02:00:00+09:00,1.8400512e-05,2024-12-31 22:00:00+09:00,2.134459392e-05,TP,214.98119999999997,100133.65599999999
29,2024-12-31,4,2024-12-31 14:00:00+09:00,1.771241472e-05,2024-12-31 15:00:00+09:00,1.84209113088e-05,SL,-109.28200000000035,99754.97399999999
25,2024-12-31,5,2024-12-31 15:00:00+09:00,1.90488969216e-05,2024-12-31 16:00:00+09:00,1.893e-05,EOD,-18.012208064955736,99736.96179193503
29,2024-12-31,5,2024-12-31 15:00:00+09:00,1.84209113088e-05,2024-12-31 22:00:00+09:00,2.1368257118208e-05,TP,432.8351999999999,100187.80919999999
25,2024-12-31,6,2024-12-31 16:00:00+09:00,1.893e-05,2024-12-31 17:00:00+09:00,1.96872e-05,SL,-220.01840000000004,99516.94339193503
